Ref;Nombre;instalaciones;Dirección;Municipio;Código Municipio;Provincia;Código Provincia;Teléfono
4031;C.E.I.P. ARTEAGABEITIA;Aula psicomotricidad#Sala polivalente#Pista futbol sala 1#Pista futbol sala 2#Pista polideportiva;C/ Astarloa 4 ;Barakaldo;013;Bizkaia;48;34944996030
4032;C.E.I.P. KOLDO MITXELENA EDIFICIO BITERI;Pista polideportiva 1#Pista polideportiva 2;Fernandez de Landa plaza 1 ;Errenteria;067;Gipuzkoa;20;34943514372
4033;HIRUKOIZTAR PILOTALEKUAK;Frontón 1#Frontón 2;C/ Trinidad 11 ;Getxo;044;Bizkaia;48;34944607012
4034;C.Pr. AZKORRI;Gimnasio#Gimnasio 2#Pista de minibasket#Pista de minibasket 2#Pista polideportiva#Pista de baloncesto#Pista de baloncesto 2#Campo de fútbol-7#Pista polideportiva con frontón#Sala de psicomotricidad;Ctra. Zientoetxe s/n ;Getxo;044;Bizkaia;48;34944911829
4035;EDIFICIO DE FRONTONES Y ZONA DE ATLETISMO FADURA;Pista de padel exterior 5#Pista de padel exterior 6#Pista de padel exterior 7#Pista de tenis exterior 1#Pista de tenis exterior 2#Pista de tenis exterior 5#Pista de tenis exterior 6#Pista de tenis exterior 7#Pista de tenis exterior 3#Pista de tenis exterior 4#Pista de tenis cubierta 1#Pista de tenis cubierta 2#Pista de tenis cubierta 3#Pista de tenis cubierta 4#Pista de tenis cubierta 5#Frontón 1#Frontón 2#Frontón 3#Trinquete#Pista de padel cubierta 1#Pista de padel cubierta 2#Pista de padel cubierta 3#Pista de padel cubierta 4#Pista de padel exterior 1#Pista de padel exterior 2#Pista de padel exterior 3#Pista de padel exterior 4#Pista de tenis cubierta 6#Gimnasio de artes marciales#Sala de spin bike#Gimnasio 1#Gimnasio 2#Gimnasio 3#Pista de atletismo#Zona de lanzamiento de peso#Recta de salto de longitud#Jaula y zona de lanzamientos#Campo de hockey#Campo de fútbol#Campo de rugby#Velódromo#Pista polideportiva#Pista de fútbol sala#Zona de tenis de mesa;Avda. de los Chopos 46C ;Getxo;044;Bizkaia;48;34944308070
4036;C.Pr. MADRE DEL DIVINO PASTOR;Pista polideportiva#Pista polideportiva con frontón#Gimnasio;C/ Gobela 17 ;Getxo;044;Bizkaia;48;34944631910
4037;CAMPOS DE FÚTBOL BOLUE;Campo de fútbol 1#Campo de fútbol 2#Campo de fútbol 3;C/ Iturgitxi S/N ;Getxo;044;Bizkaia;48;34944308070
4038;C.E.I.P. INTXIXU IKASTOLA;Sala de psicomotricidad#Pista de voleibol#Sala polivalente#Pista de baloncesto 1#Pista de baloncesto 2#Pista de fútbol sala;C/ Islas canarias 71 ;Bilbao;020;Bizkaia;48;34944759180
4039;C.E.I.P. LAKUABIZKARRA;Pista polideportiva cubierta#Pista polideportiva#Pista de baloncesto#Gimnasio#Psicomotricidad;C/BAIONA 10 ;Vitoria-Gasteiz;059;Araba/Álava;01;34945197588
4040;SALA MUNICIPAL DE BOXEO;Sala de boxeo;PASEO DE ANOETA 14 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4041;GIMNASIO C21;Sala equipada#Sala de artes marciales#Sala polivalente#Sala de spinning#Sala polivalente 2#Sala polivalente 3;C/ Islas canarias 21 ;Bilbao;020;Bizkaia;48;34944480197
4042;EQUIPAMIENTO DEPORTIVO PARQUE RANZARI;Parque saludable#Puestos de tenis de mesa;Parque Ranzari S/N ;Santurtzi;082;Bizkaia;48;34944205800
4043;CLUB DE PIRAGÜISMO GETXO;Sala equipada;C/ Paseo del Marqués de Arriluce e Ibarra 1 ;Getxo;044;Bizkaia;48;
4044;RESIDENCIAL CALLE MANUEL SMITH;Vaso recreativo;C/ Manuel Smith 11 ;Getxo;044;Bizkaia;48;34944660266
4045;INSTALACIONES EXTERIORES DEL POLIDEPORTIVO DE ARIZNAVARRA;Patinódromo#Frontón 1#Frontón 2#Tenis de mesa;C/ TEODORO GONZÁLEZ DE ZARATE  38 ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4046;PISTA DE FÚTBOL SALA DE MATAUCO;Pista de fútbol sala;MATAUCO S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4047;VIVIENDAS ANTONIO MACHADO 19-25;Pista de minibasket;C/ANTONIO MACHADO 19-25, C/MONASTERIO DE IRATXE 2, C/IRUÑA 1 Y C/LIZARRA 10-16 S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;
4048;PARQUE SALUDABLE PARQUE SARRIKO;Parque saludable;Parque Sarriko S/N ;Bilbao;020;Bizkaia;48;34944354740
4049;I.E.S. AXULAR;Sala polivalente#Pista de baloncesto#Pista de fútbol sala;C/ Axular S/N ;Santurtzi;082;Bizkaia;48;34944832750
4050;PISTAS DE BALONCESTO ALFONSO XI;Pista de baloncesto norte#Pista de baloncesto sur;C/ALFONSO XI S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4051;SKATEPARK ANTONIO MACHADO;Skatepark;C/ANTONIO MACHADO S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4052;I.E.S. KANTAURI;Pista de baloncesto 1#Pista de fútbol sala 1#Pista de fútbol sala 2#Pista de baloncesto 2#Sala polivalente 1#Sala polivalente 2;C/ José Miguel de Barandiaran 19 ;Santurtzi;082;Bizkaia;48;34944935013
4053;PISTAS DEPORTIVAS AMETZAGAÑA;Pista de mini basket#Pista de fútbol-sala;CAMINO DE UBA 43 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4054;COMPLEJO TURÍSTICO AMETZAGAÑA;Pista de tenis 1#Pista de tenis 2#Pista de fútbol sala#Frontón;CAMINO DE UBA 61 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943459092
4055;CIRCUITO DE EJERCICIOS PARQUE SAN ANTONIO;Circuito de ejercicios;Pq. San Antonio S/N ;Bilbao;020;Bizkaia;48;34944211277
4056;POLIDEPORTIVO SAN IGNACIO;Pista poldeportiva#Frontón#Pista de tenis 1#Pista de tenis 2#Pista de tenis 3#Pista de tenis 4#Pista de tenis 5#Pista de tenis 6#Pista de tenis 7#Pista de padel 1#Pista de padel 2#Pista de padel 3#Pista de padel 4#Pista de padel 5#Pista de padel 6#Pista de padel 7#Pista de padel 8#Sala polivalente 1#Sala polivalente 2#Sala de cardio 1#Sala de musculación#Sala de musculación 2#Sala de cardio 2#Pista de squash 1#Pista de squash 2#Sala de yoga#Pista de tenis 8#Pista de tenis 9#Vaso deportivo#Vaso recreativo#Tenis de mesa 1#Tenis de mesa 2#Tenis de mesa 3#Campo de fútbol;C/ Arturo Kanpion 5 ;Bilbao;020;Bizkaia;48;34944750541
4057;C.E.I.P. ABETXUKO IKASTOLA;Frontón#Gimnasio#Psicomotricidad#Pista de fútbol sala#Pista de minibasket;C/ITURRIZABALA 1 ;Vitoria-Gasteiz;059;Araba/Álava;01;34945265647
4058;CAMPO DE FÚTBOL FADURA;Campo fútbol;Avda. Los Chopos S/N ;Getxo;044;Bizkaia;48;34944306073
4059;BOLERA;Bolera;ASTEGIETA S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4060;BOLERA;Bolera;C/ALI s/n ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4061;PISTA DE BALONCESTO DE LA UPV;Pista de baloncesto;C/ DE OLARAIN S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4062;I.E.S. JUAN ANTONIO ZUNZUNEGUI;Sala polivalente#Pista balonmano 1#Pista balonmano 2#Pista baloncesto;C/ Doctor José Zaldúa 20 ;Portugalete;078;Bizkaia;48;34944936281
4063;AREA DEPORTIVA AVENIDA DE LOS LLANOS;Puesto tenis de mesa#Pista petanca 1#Pista minibasket#Pista petanca 2;Avda. de los llanos S/N ;Portugalete;078;Bizkaia;48;34944729200
4064;CENTRO SAN ROQUE;Sala polivalente;C/ Maestro Zubeldia S/N ;Portugalete;078;Bizkaia;48;34944729200
4065;ZONA DEPORTIVA FUERTE SAN ROQUE;Pista monopatín#Puestos tenis de mesa;Pl. Darío Regoyos S/N ;Portugalete;078;Bizkaia;48;34944729200
4066;PISTA DEPORTIVA BALLONTI;Pista polideportiva;Barrio Ballonti S/N ;Portugalete;078;Bizkaia;48;34944729200
4067;BOLERA EL PROGRESO;Bolera;Pl. Darío Reboyos S/N ;Portugalete;078;Bizkaia;48;34944729200
4068;C.Pr. MANUEL LARRAMENDI - SEMINARIO;Gimnasio#Sala psicomotricidad#Pista fútbol-sala#Pista baloncesto#Frontón;PASEO DE HERIZ 79-82 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943213922
4069;PISTA DEL PARQUE POR LA PAZ;Pista polideportiva#Zona de gimnasia;Parque por la Paz s/n ;Errenteria;067;Gipuzkoa;20;34943449690
4070;INSTALACIONES DE URBANIZACIÓN SAGASTI-BERRI;Vaso recreativo#Vaso chapoteo;AVDA ALCALDE JOSÉ ELÓSEGUI 197A-203A ;Donostia / San Sebastián;069;Gipuzkoa;20;34943464627
4071;C.Pr. LA ASUNCIÓN;Pista voleibol#Pista baloncesto#Pista fútbol sala#Pista polideportiva cubierta con frontón#Gimnasio#Sala psicomotricidad;AVDA ALCALDE JOSÉ ELÓSEGUI 279 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943288411
4072;FRONTÓN DE HERRERA;Frontón#Pista polideportiva;PASEO BERTSOLARI TXIRRITA S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4073;PISTA POLIDEPORTIVA RETUERTO;Pista polideportiva;C/ Río Castaños s/n ;Barakaldo;013;Bizkaia;48;34944789900
4074;I.E.S. LANDABERRI;Sala polideportiva#Mesa de tenis#Pista polideportiva;Pintore kalea 2 ;Lasarte-Oria;902;Gipuzkoa;20;34943372890
4075;C.E.I.P. PIO BAROJA;Sala polivalente#Pista de baloncesto#Pista de fútbol sala#Frontón#Pista polideportiva cubierta;C/ Gabriel Aresti 1 ;Bilbao;020;Bizkaia;48;34944122502
4076;BOLERA BALEJO;Bolera tres tablones;C/ Balejo S/N ;Barakaldo;013;Bizkaia;48;34944789900
4077;PISTA POLIDEPORTIVA OLAETA;Pista polideportiva;C/ CALZADA DE OLAETA S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4078;CLUB DE REMO DE GETXO;Foso de entrenamiento de remo#Gimnasio;Muelle de Arriluze S/N ;Getxo;044;Bizkaia;48;
4079;C.Pr. PEDAGÓGICA SAN PRUDENCIO S.C.L;Polideportivo#Pista polideportiva cubierta#Pista polideportiva#Campo polideportivo;C/DUQUE DE WELLINGTON 4 ;Vitoria-Gasteiz;059;Araba/Álava;01;34945171957
4080;INSTALACIONES DEPORTIVAS AVENIDA DE LOS CHOPOS;Parque saludable#Pista minibasket 2#Mesas tenis#Pista minibasket 1;Avda. Los Chopos S/N ;Getxo;044;Bizkaia;48;34944660066
4081;VIVIENDAS ORI 12-18;Espacio de baloncesto;C/ORI S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;
4082;PARQUE SALUDABLE PASEO LEHENDAKARI AGUIRRE;Parque saludable;Paseo Lehendakari Aguirre S/N ;Santurtzi;082;Bizkaia;48;34944205800
4083;CIRCUITO DE BICICROSS;Circuito de bicicross;MENDIZABALA S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4084;BOLERA DE LERMANDA;;LERMANDA S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4085;C.Pr. SAN JUAN BOSCO;Pista de baloncesto#Pista de mini basket 1#Pista de mini basket 2#Pista de fútbol sala#Pista polideportiva#Gimnasio;C/ Magallanes 23 ;Barakaldo;013;Bizkaia;48;34944991900
4086;ESPACIO DE PETANCA DE ARIZNAVARRA;Pista de petanca;C/ FELICIA OLAVE  S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4087;BOLERA;Bolera;SUBIJANA DE ALAVA S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4088;FRONTÓN SAN IGNACIO;Frontón;C/ Arturo Canpión S/N ;Bilbao;020;Bizkaia;48;34944354740
4089;PABELLÓN MUNICIPAL DE REMO;Foso#Sala polivalente;Puerto pesquero kalea S/N ;Santurtzi;082;Bizkaia;48;34944836353
4090;RESIDENCIAL CALLE AIBOA;Vaso recreativo;C/ Aiboa 1 ;Getxo;044;Bizkaia;48;34944660066
4091;GIMNASIO SENSHIDO YAWARA;Sala de artes marciales;C/ Jolastokieta 2 ;Getxo;044;Bizkaia;48;34946053365
4092;PISTA DE PATINAJE AMARA-ETXEBERRI;Pista de patinaje;PLAZA ETXEBERRI S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4093;FRONTÓN ANOETA;Frontón;PASEO ANOETA S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4094;RESTAURANTE EL CHALET;Pista padel;C/ Manuel Smith 1 ;Getxo;044;Bizkaia;48;34944638984
4095;INSTITUTO POLITÉCNICO DIOCESANAS ARRIAGA;Pista polideportiva cubierta#Campo polideportivo;C/POZOA s/n ;Vitoria-Gasteiz;059;Araba/Álava;01;34945010110
4096;C.E.I.P. SAN INAZIO;Pista de baloncesto 1#Pista de baloncesto 2#Gimnasio#Pista de fútbol sala 1#Pista de fútbol sala 2;C/ Kantabria 2 ;Bilbao;020;Bizkaia;48;34944758364
4097;POLIDEPORTIVO ETXADI;Vaso deportivo cubierto#Vaso recreativo cubierto#Vaso deportivo exterior#Vaso chapoteo exterior#Sala de musculación#Pista de padel cubierta 1#Pista de padel cubierta 2#Pista de padel cubierta 3#Sala polivalente 1#Sala polivalente 2#Pista de padel cubierta 6#Pista de padel descubierta 1#Pista de padel descubierta 2#Pista de padel cubierta 4#Pista de padel cubierta 5#Pista de padel descubierta 3#Tenis de mesa#Pista polideportiva exterior;C/ BORROTO 32 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943311878
4098;CAMPO DE TIRO CON ARCO;Campo de tiro;PASEO DE MIRAMÓN S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943461283
4099;C.E.I.P. RONTEGI;Sala psicomotricidad#Pista futbol sala#Sala polivalente#Pista baloncesto;C/ Araba 9 ;Barakaldo;013;Bizkaia;48;34944376504
4100;MESA DE AJEDREZ CALLE EL PARQUE;Puestos de ajedrez;C/ El parque S/N ;Barakaldo;013;Bizkaia;48;34944789100
4101;INSTALACIONES EXTERIORES GABRIEL ZELAIA;Bolera#Pista de petanca;C/ GABRIEL ZELAIA S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4102;VIVIENDAS PORTAL DE FORONDA 64-68;Espacio de baloncesto;PORTAL DE FORONDA 64-68, C/ARAMANGELU 1-7, C/LAKUABURUA 2-4 Y C/IHURREALDEA 9-13 S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;
4103;VIVIENDAS PORTAL DE FORONDA 7-13;Espacio de baloncesto;PORTAL DE FONDA 7-13, C/RAFAEL ALBERTI 10-16, C/DAMASO ALONSO 2-8 Y C/JORGE GUILLEN 1-3 S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;
4104;C.Pr. LA INMACULADA M.S.J.O.;Pista polideportiva#Sala psicomotricidad#Sala polivalente;C/ Etxatxu 2 ;Barakaldo;013;Bizkaia;48;34944373271
4105;CENTRO DEPORTIVO KABIEZES;Parque saludable#Pista polideportiva#Sala equipada 1#Sala equipada 2#Sala especializada 1#Sala especializada 2#Vaso recreativo#Vaso de chapoteo#Campo de fútbol 1#Campo de fútbol 2;C/ Axular S/N ;Santurtzi;082;Bizkaia;48;34944937329
4106;PARQUE SALUDABLE PASEO DE LAS ARENAS;Parque saludable;Pº del Muelle de las Arenas S/N ;Getxo;044;Bizkaia;48;34944660066
4107;PUERTO DEPORTIVO SANTURTZI;;Paseo Lehendakari Aguirre S/N ;Santurtzi;082;Bizkaia;48;34944205800
4108;INSTALACIONES EXTERIORES PAULA MONTAL;Pista de fútbol sala#Pista de baloncesto 3x3#Tenis de mesa;C/PAULA MONTAL S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4109;SALA MUNICIPAL DE TIRO OLÍMPICO;Sala de tiro olímpico;PASEO DE ANOETA 20 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943468859
4110;BOLERA DE LASARTE;Bolera;LASARTE S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4111;PISTA DE PETANCA PASEO DE LA UNESCO;Pista de petanca;PASEO DE LA UNESCO CON AVENIDA DE LA ILUSTRACIÓN S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4112;INSTALACIONES DEPORTIVAS EXTERIORES DE SANTA LUCIA;Pista baloncesto#Skatepark;C/ RICARDO PUGA S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4113;PALACIO DE HIELO TXURI-URDIN;Pista de hockey;PASEO DE ANOETA 24 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943464404
4114;CIRCUITO DE EJERCICIOS AMETZAGAÑA;Circuito de ejercicios;PASEO OTXOKI S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4115;POLIDEPORTIVO 'FADURA';Vaso recreativo 3#Sala musculación#Sala polivalente 1#Sala polivalente 2#Pista polideportiva#Vaso deportivo 1#Vaso recreativo 1#Vaso deportivo 2#Vaso recreativo 2;Avda. de los Chopos S/N ;Getxo;044;Bizkaia;48;34944308070
4116;ZONA EQUIPADA DEPORTIVA DE ARIZNAVARRA;Parque saludable;C/ CASTILLO DE FONTECHA  S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4117;ZONA DEPORTIVA PLAZA MORAZA;Pista de baloncesto#Tenis de mesa;Plaza Moraza S/N ;Bilbao;020;Bizkaia;48;34944354740
4118;PISTA DE BALONCESTO CALLE EXTREMADURA;Pista de baloncesto;C/ Extremadura S/N ;Bilbao;020;Bizkaia;48;34944354740
4119;PISTA DEPORTIVA JUAN PABLO II-NACIONES UNIDAS;Pista deportiva;PASEO JUAN PABLO II S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4120;C.P. DEUSTUKO IKASTOLA;Pista polideportiva#Frontón#Rocódromo#Gimnasio#Sala de psicomotricidad;C/ iruña 2B ;Bilbao;020;Bizkaia;48;34944473645
4121;SKATE PARK DE DEUSTO;Skate park;Puente del Euskalduna (Botika vieja) S/N ;Bilbao;020;Bizkaia;48;34944354740
4122;FRONTÓN MAMARIGA;Frontón#Pista de baloncesto;Pza. Párroco D. Elías S/N ;Santurtzi;082;Bizkaia;48;34944205800
4123;PISTA POLIDEPORTIVA ALFONSO XI;Pista polideportiva;C/ALFONSO XI S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4124;PISTAS DE MINIBASKET ALFONSO XI;Pista de minibasket norte#Pista de minibasket sur;C/ALFONSO XI S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4125;C.Pr. LA SALLE;Campo de fútbol#Pista polideportiva cubierta#Gimnasio#Frontón#Squash#Pista fútbol sala#Pista baloncesto#Pista polideportiva;TRAVESÍA LOIOLA 2 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943454400
4126;TENIS DE MESA;Tenis de mesa;PLAZA MAYOR S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4127;SALESIANOS DEUSTO IKASTETXEA;Campo de fútbol#Pista polideportiva 1#Pista polideportiva 2#Pista polideportiva 3#Pista de baloncesto#Pista de fútbol sala 1#Pista de fútbol sala 2#Sala de baile#Sala de psicomotricidad#Gimnasio;Avda. Lehendakari Agirre 75 ;Bilbao;020;Bizkaia;48;34944472650
4128;C.Pr. INMACULADA CONCEPCIÓN;Frontón#Tatami#Pista de minibasket#Pista polideportiva#Patio cubierto;PLAZA 1 DE MAYO 3 ;Vitoria-Gasteiz;059;Araba/Álava;01;34945265398
4129;GIMNASIO ESCUELA CESAR;Sala equipada#Sala de artes marciales#Sala polivalente;Ctra. Zorrotza-Kastrexana 3 ;Bilbao;020;Bizkaia;48;34944416579
4130;INSTALACIONES DEPORTIVAS LA VAGUADA;Puesto tenis de mesa#Pista fútbol-sala#Frontón;Camino de Iturrigorri 45A ;Bilbao;020;Bizkaia;48;34944211277
4131;I.E.S. BOTIKAZAR;Pista polideportiva#Gimnasio;Rivera Botica vieja 1 ;Bilbao;020;Bizkaia;48;34944457388
4132;C.E.I.P. MAESTRA EMILIA ZUZA BRUN;Pista de baloncesto#Pista de fútbol sala 1#Pista de fútbol sala 2#Sala polivalente;C/ Cueto S/N ;Santurtzi;082;Bizkaia;48;34944629088
4133;FRONTÓN LOIOLA;Frontón;C/ ARALAR MENDIA S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4134;MUKUSULUBA H.L.H.I.;Pista de fútbol sala#Pista de baloncesto#Sala polivalente#Aula de psicomotricidad;C/ Murillo 20 ;Barakaldo;013;Bizkaia;48;34944378409
4135;ZONA DEPORTIVA DE PONTIKA;Frontón#Pista polideportiva;Arditurri kalea s/n ;Errenteria;067;Gipuzkoa;20;34943449690
4136;INSTALACIONES DEPORTIVAS PLAZA CHURRUCA;Pista de baloncesto;Pl. Evaristo Churruca S/N ;Getxo;044;Bizkaia;48;34944660066
4137;INSTALACIONES EXTERIORES VALENTIN FORONDA;Bolera#Pista de petanca;C/JACINTO ARREGI CON VALENTIN FORONDA S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4138;BOLERA DE GOMETXA;Bolera#Tenis de mesa;GOMETXA S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4139;C.F.P. SAN JORGE;Gimnasio#Pista fútbol sala#Pista de baloncesto;C/ Cuetos S/N ;Santurtzi;082;Bizkaia;48;34944004930
4140;COLEGIO MAYOR MIGUEL DE UNAMUNO;Gimnasio;Avda. Lehendakari Agirre 140 ;Bilbao;020;Bizkaia;48;34946017499
4141;PARQUE SALUDABLE DE MARTUTENE;Parque saludable;C/ ARTOLATEGI S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4142;PARQUE SALUDABLE PARQUE ESKURTZE;Parque saludable;Ctra. Errekalde S/N ;Bilbao;020;Bizkaia;48;34944211277
4143;PISTA DE BALONCESTO;Pista de baloncesto;ASTEGIETA S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4144;BOLERA;Bolera;GEREÑA S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4145;BOLERA SAN IGNACIO;Bolera pasa-bolo 1#Bolera pasa-bolo 2;Kanariar uharteen kalea S/N ;Bilbao;020;Bizkaia;48;34944354740
4146;ASOCIACIÓN DE VECINOS ANAKA-PUIANA;Sala polideportiva;Muinogaina Kalea 46 ;Irun;045;Gipuzkoa;20;34943248285
4147;ERAIKI DANTZA TALDEA Y LA ASOCIACIÓN DE VECINOS DE BEHOBIA;;Endarlaza hiribidea 6 ;Irun;045;Gipuzkoa;20;34943628932
4148;C.E.I.P. IGELDO;Gimnasio#Sala psicomotricidad#Pista polideportiva#Frontón;PL. LIZARDIA 2 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943217225
4149;C.Pr. NUESTRA SEÑORA DE LAS MERCEDES;Gimnasio#Pista de voleibol#Pista polideportiva 1 #Pista fútbol sala;Eusko gudariak etorbidea 1 ;Leioa;054;Bizkaia;48;34944639906
4150;C.P. LANGILE;Pista polideportiva#Frontón#Frontón pequeño#Gimnasio#Sala psicomotricidad#Pista baloncesto 1#Pista baloncesto 2;C/ LAUBIDIETA S/N ;Hernani;040;Gipuzkoa;20;34943555423
4151;CEIP BELASKOENEA;Gimnasio#Pista polideportiva#Pista de baloncesto;Marinel kalea 3 ;Irun;045;Gipuzkoa;20;34943627595
4152;EDIFICIO POLIVALENTE DE DURANA;Pista polivalente;PLAZA DE LA LANDA S/N ;Arratzua-Ubarrundia;008;Araba/Álava;01;34945299516
4153;URBANIZACIÓN HERRI ONDO;Frontón#Pista de tenis#Piscina;Herri Ondo urbanizazioa s/n ;Oiartzun;063;Gipuzkoa;20;34943493916
4154;PISTA DEPORTIVA JUAN PABLO II-CASTILLO DE LANTARON;Pista deportiva;PASEO JUAN PABLO II S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4155;ZONA DEPORTIVA RIVERA DE DEUSTO;Pista de baloncesto#Pista polideportiva#Pista de fútbol sala;C/ Ramal de Olabeaga S/N ;Bilbao;020;Bizkaia;48;34944354740
4156;VIVIENDAS TERESA DE CALCUTA 9-11;Pista deportiva;C/TERESA DE CALCUTA  S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;
4157;ÁREA DE AJEDREZ LAUAXETA;Puesto de ajedrez;C/ Lauaxeta S/N ;Santurtzi;082;Bizkaia;48;34944205800
4158;TENIS DE MESA PARQUE URETAMENDI-GAZTELAPIKO;Puesto tenis de mesa;Pq. Uretamendi-Gaztelapiko S/N ;Bilbao;020;Bizkaia;48;34944211277
4159;BOLERA TORRE URIZAR;Bolera;Parque Eskurtze S/N ;Bilbao;020;Bizkaia;48;34944211277
4160;PISTA POLIDEPORTIVA TXOMIN;Pista polideportiva;PASEO ANTZIETA 1 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4161;INSTALACIONES DEPORTIVAS CAMINO ALUZETA;Frontón#Pista fútbol sala#Parque saludable;Camino Aluzeta S/N ;Bilbao;020;Bizkaia;48;34944211277
4162;ESCUELA TAI CHI CHUAN;Sala de tai chi;C/ CAMPANARIO 10 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943423757
4163;INSTALACIONES DEPORTIVAS PLAZA KIRIKIÑO;Tenis de mesa;Avda. KiriKiño S/N ;Bilbao;020;Bizkaia;48;34944211277
4164;C.E.I.P. GABRIEL ARESTI;Sala polivalente#Pista polideportiva;Pl. Errekalde 3 ;Bilbao;020;Bizkaia;48;34944221713
4165;PISTA DE BALONCESTO DE OTAZU;Pista de baloncesto;OTAZU S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
4166;C.Pr. AXULAR;Pista polideportiva cubierta#Pista baloncesto cubierta#Frontón#Pista polideportiva#Gimnasio#Sala psicomotricidad#Tenis de mesa;C/ AROSTEGI 10 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943316066
4167;CENTRO JOSÉ MARÍA KORTA;Tenis de mesa;AVENIDA DE TOLOSA 72 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4168;C.E.I.P. RUPERTO MEDINA;Sala polivalente#Pista polideportiva 1#Pista polideportiva 2;Barrio Campanzar S/N ;Portugalete;078;Bizkaia;48;34944621594
4169;C.Pr. NTRA. SRA. DEL CARMEN;Pista futbito#Pista baloncesto 1#Sala polivalente 1#Pista baloncesto 2#Sala polivalente 2;C/ Cantón de la Iglesia  2 ;Portugalete;078;Bizkaia;48;34944954712
4170;C.Pr. ZURRIOLA - LICEO BARANDIARAN;Sala polivalente 1#Sala polivalente 2#Pista polideportiva#Pista mini-basket#Frontón#Gimnasio;PASEO LARDIZABAL 26 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943213023
4171;ZONA DEPORTIVA DE BENTA-BERRI;Frontón 3#Frontón 4#Tenis de mesa#Pista polideportiva grande#Pista polideportiva pequeña 1#Pista polideportiva pequeña 2#Pista de atletismo#Pista minibasket 1#Pista minibasket 2#Pista minibasket 3#Frontón 1#Frontón 2;C/ BERTSOLARI XALBADOR S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
4172;FRONTÓN DEL ANTIGUO;Frontón;PLAZA ALFONSO XIII S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
